,time,value
0,01-Jul-2022 00:00:00,1.0283333333333333
1,01-Jul-2022 00:01:00,0.9594999999999999
2,01-Jul-2022 00:02:00,0.9126666666666664
3,01-Jul-2022 00:03:00,1.0781666666666665
4,01-Jul-2022 00:04:00,1.034333333333333
5,01-Jul-2022 00:05:00,1.1651666666666665
6,01-Jul-2022 00:06:00,1.0736666666666668
7,01-Jul-2022 00:07:00,1.063833333333333
8,01-Jul-2022 00:08:00,0.9263333333333332
9,01-Jul-2022 00:09:00,0.8260000000000002
10,01-Jul-2022 00:10:00,0.8896666666666665
11,01-Jul-2022 00:11:00,0.9373333333333332
12,01-Jul-2022 00:12:00,0.8331666666666664
13,01-Jul-2022 00:13:00,0.7353333333333333
14,01-Jul-2022 00:14:00,0.7270000000000002
15,01-Jul-2022 00:15:00,0.7224999999999995
16,01-Jul-2022 00:16:00,0.8135000000000001
17,01-Jul-2022 00:17:00,0.8134999999999999
18,01-Jul-2022 00:18:00,0.7891666666666667
19,01-Jul-2022 00:19:00,0.8105000000000004
20,01-Jul-2022 00:20:00,0.7730000000000001
21,01-Jul-2022 00:21:00,0.8408333333333332
22,01-Jul-2022 00:22:00,0.7516666666666668
23,01-Jul-2022 00:23:00,0.7543333333333331
24,01-Jul-2022 00:24:00,0.7956666666666666
25,01-Jul-2022 00:25:00,0.7159999999999997
26,01-Jul-2022 00:26:00,0.7018333333333332
27,01-Jul-2022 00:27:00,0.6634999999999999
28,01-Jul-2022 00:28:00,0.6893333333333332
29,01-Jul-2022 00:29:00,0.6286666666666669
30,01-Jul-2022 00:30:00,0.6301666666666669
31,01-Jul-2022 00:31:00,0.6515000000000002
32,01-Jul-2022 00:32:00,0.6400000000000001
33,01-Jul-2022 00:33:00,0.6423333333333333
34,01-Jul-2022 00:34:00,0.6833333333333336
35,01-Jul-2022 00:35:00,0.646
36,01-Jul-2022 00:36:00,0.6183333333333335
37,01-Jul-2022 00:37:00,0.6381666666666665
38,01-Jul-2022 00:38:00,0.6294999999999997
39,01-Jul-2022 00:39:00,0.6161666666666666
40,01-Jul-2022 00:40:00,0.6391666666666665
41,01-Jul-2022 00:41:00,0.6311666666666667
42,01-Jul-2022 00:42:00,0.7001666666666667
43,01-Jul-2022 00:43:00,0.6993333333333331
44,01-Jul-2022 00:44:00,0.6771666666666668
45,01-Jul-2022 00:45:00,0.7436666666666668
46,01-Jul-2022 00:46:00,0.7169999999999999
47,01-Jul-2022 00:47:00,0.8025
48,01-Jul-2022 00:48:00,0.7714999999999999
49,01-Jul-2022 00:49:00,0.7866666666666665
50,01-Jul-2022 00:50:00,0.7326666666666665
51,01-Jul-2022 00:51:00,0.7561666666666668
52,01-Jul-2022 00:52:00,0.7339999999999997
53,01-Jul-2022 00:53:00,0.7025000000000001
54,01-Jul-2022 00:54:00,0.7736666666666665
55,01-Jul-2022 00:55:00,0.8434999999999999
56,01-Jul-2022 00:56:00,0.7985
57,01-Jul-2022 00:57:00,0.7871666666666663
58,01-Jul-2022 00:58:00,0.8044999999999998
59,01-Jul-2022 00:59:00,0.7929999999999998
60,01-Jul-2022 01:00:00,0.8309999999999996
61,01-Jul-2022 01:01:00,0.9344999999999999
62,01-Jul-2022 01:02:00,0.8480000000000001
63,01-Jul-2022 01:03:00,0.7916666666666663
64,01-Jul-2022 01:04:00,0.7470000000000001
65,01-Jul-2022 01:05:00,0.678
66,01-Jul-2022 01:06:00,0.7053333333333331
67,01-Jul-2022 01:07:00,0.718
68,01-Jul-2022 01:08:00,0.8181666666666664
69,01-Jul-2022 01:09:00,0.8078333333333328
70,01-Jul-2022 01:10:00,0.7736666666666668
71,01-Jul-2022 01:11:00,0.7723333333333336
72,01-Jul-2022 01:12:00,0.8268333333333332
73,01-Jul-2022 01:13:00,0.8493333333333335
74,01-Jul-2022 01:14:00,1.0541666666666667
75,01-Jul-2022 01:15:00,1.0481666666666667
76,01-Jul-2022 01:16:00,1.3005
77,01-Jul-2022 01:17:00,1.411166666666667
78,01-Jul-2022 01:18:00,1.6138333333333335
79,01-Jul-2022 01:19:00,1.4678333333333333
80,01-Jul-2022 01:20:00,1.2796666666666667
81,01-Jul-2022 01:21:00,1.3978333333333326
82,01-Jul-2022 01:22:00,1.6229999999999998
83,01-Jul-2022 01:23:00,1.8571666666666666
84,01-Jul-2022 01:24:00,1.6885000000000001
85,01-Jul-2022 01:25:00,1.4143333333333337
86,01-Jul-2022 01:26:00,1.2180000000000002
87,01-Jul-2022 01:27:00,1.1648333333333334
88,01-Jul-2022 01:28:00,0.9644999999999998
89,01-Jul-2022 01:29:00,0.9740000000000002
90,01-Jul-2022 01:30:00,0.9210000000000004
91,01-Jul-2022 01:31:00,0.7163333333333334
92,01-Jul-2022 01:32:00,0.7038333333333336
93,01-Jul-2022 01:33:00,0.6793333333333335
94,01-Jul-2022 01:34:00,0.7075
95,01-Jul-2022 01:35:00,0.7513333333333333
96,01-Jul-2022 01:36:00,0.9894999999999999
97,01-Jul-2022 01:37:00,1.467
98,01-Jul-2022 01:38:00,1.4201666666666672
99,01-Jul-2022 01:39:00,1.4038333333333333
100,01-Jul-2022 01:40:00,1.322166666666667
101,01-Jul-2022 01:41:00,1.2814999999999999
102,01-Jul-2022 01:42:00,1.3673333333333333
103,01-Jul-2022 01:43:00,1.6025000000000003
104,01-Jul-2022 01:44:00,2.0156666666666667
105,01-Jul-2022 01:45:00,1.8831666666666669
106,01-Jul-2022 01:46:00,2.097666666666667
107,01-Jul-2022 01:47:00,2.1430000000000007
108,01-Jul-2022 01:48:00,1.6773333333333333
109,01-Jul-2022 01:49:00,1.3558333333333328
110,01-Jul-2022 01:50:00,1.4273333333333333
111,01-Jul-2022 01:51:00,2.2730000000000006
112,01-Jul-2022 01:52:00,2.2866666666666666
113,01-Jul-2022 01:53:00,2.4511666666666665
114,01-Jul-2022 01:54:00,2.3498333333333337
115,01-Jul-2022 01:55:00,2.306166666666667
116,01-Jul-2022 01:56:00,2.1079999999999997
117,01-Jul-2022 01:57:00,1.632166666666666
118,01-Jul-2022 01:58:00,1.3446666666666671
119,01-Jul-2022 01:59:00,1.4806666666666668
120,01-Jul-2022 02:00:00,1.1304999999999998
121,01-Jul-2022 02:01:00,0.9476666666666665
122,01-Jul-2022 02:02:00,0.9575
123,01-Jul-2022 02:03:00,1.258
124,01-Jul-2022 02:04:00,1.3608333333333336
125,01-Jul-2022 02:05:00,1.7998333333333336
126,01-Jul-2022 02:06:00,1.744666666666667
127,01-Jul-2022 02:07:00,2.005333333333333
128,01-Jul-2022 02:08:00,1.682666666666667
129,01-Jul-2022 02:09:00,1.5230000000000001
130,01-Jul-2022 02:10:00,1.5783333333333336
131,01-Jul-2022 02:11:00,1.9521666666666668
132,01-Jul-2022 02:12:00,2.325333333333333
133,01-Jul-2022 02:13:00,3.338333333333333
134,01-Jul-2022 02:14:00,2.3818333333333332
135,01-Jul-2022 02:15:00,1.7868333333333335
136,01-Jul-2022 02:16:00,1.82
137,01-Jul-2022 02:17:00,2.3585
138,01-Jul-2022 02:18:00,2.4371666666666676
139,01-Jul-2022 02:19:00,2.0675
140,01-Jul-2022 02:20:00,1.6801666666666664
141,01-Jul-2022 02:21:00,1.3813333333333326
142,01-Jul-2022 02:22:00,1.613666666666667
143,01-Jul-2022 02:23:00,1.5465000000000002
144,01-Jul-2022 02:24:00,1.3400000000000003
145,01-Jul-2022 02:25:00,1.0650000000000002
146,01-Jul-2022 02:26:00,1.0411666666666668
147,01-Jul-2022 02:27:00,0.8931666666666668
148,01-Jul-2022 02:28:00,1.1168333333333333
149,01-Jul-2022 02:29:00,0.9728333333333333
150,01-Jul-2022 02:30:00,1.121
151,01-Jul-2022 02:31:00,1.7326666666666661
152,01-Jul-2022 02:32:00,2.0348333333333333
153,01-Jul-2022 02:33:00,1.7356666666666667
154,01-Jul-2022 02:34:00,1.9096666666666666
155,01-Jul-2022 02:35:00,1.6436666666666668
156,01-Jul-2022 02:36:00,1.5718333333333336
157,01-Jul-2022 02:37:00,1.6739999999999997
158,01-Jul-2022 02:38:00,1.6873333333333338
159,01-Jul-2022 02:39:00,1.5401666666666667
160,01-Jul-2022 02:40:00,1.444666666666667
161,01-Jul-2022 02:41:00,1.1026666666666662
162,01-Jul-2022 02:42:00,0.9873333333333336
163,01-Jul-2022 02:43:00,1.0411666666666668
164,01-Jul-2022 02:44:00,1.1549999999999996
165,01-Jul-2022 02:45:00,1.0130000000000003
166,01-Jul-2022 02:46:00,1.1538333333333333
167,01-Jul-2022 02:47:00,1.1634999999999998
168,01-Jul-2022 02:48:00,1.1573333333333335
169,01-Jul-2022 02:49:00,1.0053333333333334
170,01-Jul-2022 02:50:00,0.8306666666666671
171,01-Jul-2022 02:51:00,0.9578333333333334
172,01-Jul-2022 02:52:00,0.9411666666666666
173,01-Jul-2022 02:53:00,1.1761666666666668
174,01-Jul-2022 02:54:00,0.9726666666666663
175,01-Jul-2022 02:55:00,1.2054999999999998
176,01-Jul-2022 02:56:00,1.0966666666666667
177,01-Jul-2022 02:57:00,0.9708333333333332
178,01-Jul-2022 02:58:00,0.8343333333333333
179,01-Jul-2022 02:59:00,0.7868333333333336
180,01-Jul-2022 03:00:00,0.7106666666666664
181,01-Jul-2022 03:01:00,0.6866666666666666
182,01-Jul-2022 03:02:00,0.7805
183,01-Jul-2022 03:03:00,0.7424999999999997
184,01-Jul-2022 03:04:00,0.8701666666666666
185,01-Jul-2022 03:05:00,1.0356666666666665
186,01-Jul-2022 03:06:00,1.2928333333333333
187,01-Jul-2022 03:07:00,1.0423333333333331
188,01-Jul-2022 03:08:00,1.0086666666666666
189,01-Jul-2022 03:09:00,0.8481666666666668
190,01-Jul-2022 03:10:00,0.7959999999999997
191,01-Jul-2022 03:11:00,0.9098333333333332
192,01-Jul-2022 03:12:00,1.1018333333333332
193,01-Jul-2022 03:13:00,0.8474999999999999
194,01-Jul-2022 03:14:00,0.8415
195,01-Jul-2022 03:15:00,0.7940000000000003
196,01-Jul-2022 03:16:00,0.7676666666666668
197,01-Jul-2022 03:17:00,0.8478333333333334
198,01-Jul-2022 03:18:00,0.7611666666666665
199,01-Jul-2022 03:19:00,0.7484999999999996
200,01-Jul-2022 03:20:00,0.7438333333333331
201,01-Jul-2022 03:21:00,0.7811666666666665
202,01-Jul-2022 03:22:00,0.7538333333333332
203,01-Jul-2022 03:23:00,0.8783333333333333
204,01-Jul-2022 03:24:00,0.8786666666666666
205,01-Jul-2022 03:25:00,1.0345000000000002
206,01-Jul-2022 03:26:00,0.9784999999999999
207,01-Jul-2022 03:27:00,1.0056666666666667
208,01-Jul-2022 03:28:00,1.1809999999999998
209,01-Jul-2022 03:29:00,1.2168333333333332
210,01-Jul-2022 03:30:00,1.0388333333333333
211,01-Jul-2022 03:31:00,1.0019999999999998
212,01-Jul-2022 03:32:00,1.0333333333333337
213,01-Jul-2022 03:33:00,1.1546666666666667
214,01-Jul-2022 03:34:00,1.048
215,01-Jul-2022 03:35:00,1.1514999999999997
216,01-Jul-2022 03:36:00,1.0289999999999997
217,01-Jul-2022 03:37:00,1.2565
218,01-Jul-2022 03:38:00,1.0848333333333329
219,01-Jul-2022 03:39:00,1.1588333333333334
220,01-Jul-2022 03:40:00,1.5073333333333332
221,01-Jul-2022 03:41:00,1.4049999999999998
222,01-Jul-2022 03:42:00,1.276166666666667
223,01-Jul-2022 03:43:00,1.231166666666667
224,01-Jul-2022 03:44:00,1.1409999999999998
225,01-Jul-2022 03:45:00,1.0574999999999999
226,01-Jul-2022 03:46:00,0.9043333333333334
227,01-Jul-2022 03:47:00,0.9311666666666666
228,01-Jul-2022 03:48:00,0.8618333333333332
229,01-Jul-2022 03:49:00,1.0126666666666664
230,01-Jul-2022 03:50:00,1.0868333333333333
231,01-Jul-2022 03:51:00,1.2630000000000001
232,01-Jul-2022 03:52:00,1.2943333333333331
233,01-Jul-2022 03:53:00,1.4313333333333338
234,01-Jul-2022 03:54:00,1.536333333333333
235,01-Jul-2022 03:55:00,1.5528333333333333
236,01-Jul-2022 03:56:00,1.5161666666666669
237,01-Jul-2022 03:57:00,1.5339999999999994
238,01-Jul-2022 03:58:00,1.4745
239,01-Jul-2022 03:59:00,1.4233333333333331
240,01-Jul-2022 04:00:00,1.7623333333333335
241,01-Jul-2022 04:01:00,2.258166666666667
242,01-Jul-2022 04:02:00,2.3925
243,01-Jul-2022 04:03:00,2.6206666666666676
