Station;Date;Irradiance
WSLLAF;202203202250;-
WSLLAF;202203202300;-
WSLLAF;202203202310;0
WSLLAF;202203202320;-
WSLLAF;202203202330;-
WSLLAF;202203202340;-
WSLLAF;202203202350;-
WSLLAF;202203210000;-
WSLLAF;202203210010;-
WSLLAF;202203210020;0
WSLLAF;202203210030;-
WSLLAF;202203210040;-
WSLLAF;202203210050;-
WSLLAF;202203210100;-
WSLLAF;202203210110;-
WSLLAF;202203210120;-
WSLLAF;202203210130;0
WSLLAF;202203210140;-
WSLLAF;202203210150;-
WSLLAF;202203210200;-
WSLLAF;202203210210;-
WSLLAF;202203210220;-
WSLLAF;202203210230;-
WSLLAF;202203210240;0
WSLLAF;202203210250;-
WSLLAF;202203210300;-
WSLLAF;202203210310;-
WSLLAF;202203210320;-
WSLLAF;202203210330;-
WSLLAF;202203210340;-
WSLLAF;202203210350;0
WSLLAF;202203210400;-
WSLLAF;202203210410;-
WSLLAF;202203210420;-
WSLLAF;202203210430;-
WSLLAF;202203210440;-
WSLLAF;202203210450;-
WSLLAF;202203210500;0
WSLLAF;202203210510;-
WSLLAF;202203210520;-
WSLLAF;202203210530;-
WSLLAF;202203210540;-
WSLLAF;202203210550;-
WSLLAF;202203210600;-
WSLLAF;202203210610;34
WSLLAF;202203210620;-
WSLLAF;202203210630;-
WSLLAF;202203210640;-
WSLLAF;202203210650;-
WSLLAF;202203210700;-
WSLLAF;202203210710;-
WSLLAF;202203210720;225
WSLLAF;202203210730;-
WSLLAF;202203210740;-
WSLLAF;202203210750;-
WSLLAF;202203210800;-
WSLLAF;202203210810;-
WSLLAF;202203210820;-
WSLLAF;202203210830;427
WSLLAF;202203210840;-
WSLLAF;202203210850;-
WSLLAF;202203210900;-
WSLLAF;202203210910;-
WSLLAF;202203210920;-
WSLLAF;202203210930;-
WSLLAF;202203210940;572
WSLLAF;202203210950;-
WSLLAF;202203211000;-
WSLLAF;202203211010;-
WSLLAF;202203211020;-
WSLLAF;202203211030;-
WSLLAF;202203211040;-
WSLLAF;202203211050;681
WSLLAF;202203211100;-
WSLLAF;202203211110;-
WSLLAF;202203211120;-
WSLLAF;202203211130;-
WSLLAF;202203211140;-
WSLLAF;202203211150;-
WSLLAF;202203211200;680
WSLLAF;202203211210;-
WSLLAF;202203211220;-
WSLLAF;202203211230;-
WSLLAF;202203211240;-
WSLLAF;202203211250;-
WSLLAF;202203211300;-
WSLLAF;202203211310;621
WSLLAF;202203211320;-
WSLLAF;202203211330;-
WSLLAF;202203211340;-
WSLLAF;202203211350;-
WSLLAF;202203211400;-
WSLLAF;202203211410;-
WSLLAF;202203211420;469
WSLLAF;202203211430;461
WSLLAF;202203211440;-
WSLLAF;202203211450;-
WSLLAF;202203211500;-
WSLLAF;202203211510;-
WSLLAF;202203211520;-
WSLLAF;202203211530;-
WSLLAF;202203211540;328
WSLLAF;202203211550;-
WSLLAF;202203211600;-
WSLLAF;202203211610;-
WSLLAF;202203211620;-
WSLLAF;202203211630;-
WSLLAF;202203211640;-
WSLLAF;202203211650;125
WSLLAF;202203211700;-
WSLLAF;202203211710;-
WSLLAF;202203211720;-
WSLLAF;202203211730;-
WSLLAF;202203211740;-
WSLLAF;202203211750;-
WSLLAF;202203211800;1
WSLLAF;202203211810;-
WSLLAF;202203211820;-
WSLLAF;202203211830;-
WSLLAF;202203211840;-
WSLLAF;202203211850;-
WSLLAF;202203211900;-
WSLLAF;202203211910;0
WSLLAF;202203211920;-
WSLLAF;202203211930;-
WSLLAF;202203211940;-
WSLLAF;202203211950;-
WSLLAF;202203212000;-
WSLLAF;202203212010;-
WSLLAF;202203212020;0
WSLLAF;202203212030;-
WSLLAF;202203212040;-
WSLLAF;202203212050;-
WSLLAF;202203212100;-
WSLLAF;202203212110;-
WSLLAF;202203212120;-
WSLLAF;202203212130;0
WSLLAF;202203212140;-
WSLLAF;202203212150;-
WSLLAF;202203212200;-
WSLLAF;202203212210;-
WSLLAF;202203212220;-
WSLLAF;202203212230;-
WSLLAF;202203212240;0
WSLLAF;202203212250;-
WSLLAF;202203212300;-
WSLLAF;202203212310;-
WSLLAF;202203212320;-
WSLLAF;202203212330;-
WSLLAF;202203212340;-
WSLLAF;202203212350;0
WSLLAF;202203220000;-
WSLLAF;202203220010;-
WSLLAF;202203220020;-
WSLLAF;202203220030;-
WSLLAF;202203220040;-
WSLLAF;202203220050;-
WSLLAF;202203220100;0
WSLLAF;202203220110;-
WSLLAF;202203220120;-
WSLLAF;202203220130;-
WSLLAF;202203220140;-
WSLLAF;202203220150;-
WSLLAF;202203220200;-
WSLLAF;202203220210;0
WSLLAF;202203220220;-
WSLLAF;202203220230;-
WSLLAF;202203220240;-
WSLLAF;202203220250;-
WSLLAF;202203220300;-
WSLLAF;202203220310;-
WSLLAF;202203220320;0
WSLLAF;202203220330;-
WSLLAF;202203220340;-
WSLLAF;202203220350;-
WSLLAF;202203220400;-
WSLLAF;202203220410;-
WSLLAF;202203220420;-
WSLLAF;202203220430;0
WSLLAF;202203220440;-
WSLLAF;202203220450;-
WSLLAF;202203220500;-
WSLLAF;202203220510;-
WSLLAF;202203220520;-
WSLLAF;202203220530;-
WSLLAF;202203220540;5
WSLLAF;202203220550;-
WSLLAF;202203220600;-
WSLLAF;202203220610;-
WSLLAF;202203220620;-
WSLLAF;202203220630;-
WSLLAF;202203220640;-
WSLLAF;202203220650;180
WSLLAF;202203220700;-
WSLLAF;202203220710;-
WSLLAF;202203220720;-
WSLLAF;202203220730;-
WSLLAF;202203220740;-
WSLLAF;202203220750;-
WSLLAF;202203220800;383
WSLLAF;202203220810;-
WSLLAF;202203220820;-
WSLLAF;202203220830;-
WSLLAF;202203220840;-
WSLLAF;202203220850;-
WSLLAF;202203220900;-
WSLLAF;202203220910;551
WSLLAF;202203220920;-
WSLLAF;202203220930;-
WSLLAF;202203220940;-
WSLLAF;202203220950;-
WSLLAF;202203221000;-
WSLLAF;202203221010;-
WSLLAF;202203221020;674
WSLLAF;202203221030;-
WSLLAF;202203221040;-
WSLLAF;202203221050;-
WSLLAF;202203221100;-
WSLLAF;202203221110;-
WSLLAF;202203221120;-
WSLLAF;202203221130;711
WSLLAF;202203221140;-
WSLLAF;202203221150;-
WSLLAF;202203221200;-
WSLLAF;202203221210;-
WSLLAF;202203221220;-
WSLLAF;202203221230;-
WSLLAF;202203221240;680
WSLLAF;202203221250;-
WSLLAF;202203221300;-
WSLLAF;202203221310;-
WSLLAF;202203221320;-
WSLLAF;202203221330;-
WSLLAF;202203221340;-
WSLLAF;202203221350;572
WSLLAF;202203221400;-
WSLLAF;202203221410;-
WSLLAF;202203221420;-
WSLLAF;202203221430;-
WSLLAF;202203221440;-
WSLLAF;202203221450;-
WSLLAF;202203221500;410
WSLLAF;202203221510;-
WSLLAF;202203221520;-
WSLLAF;202203221530;-
WSLLAF;202203221540;-
WSLLAF;202203221550;-
WSLLAF;202203221600;-
WSLLAF;202203221610;219
WSLLAF;202203221620;-
WSLLAF;202203221630;-
WSLLAF;202203221640;-
WSLLAF;202203221650;-
WSLLAF;202203221700;-
WSLLAF;202203221710;-
WSLLAF;202203221720;43
WSLLAF;202203221730;-
WSLLAF;202203221740;-
WSLLAF;202203221750;-
WSLLAF;202203221800;-
WSLLAF;202203221810;-
WSLLAF;202203221820;-
WSLLAF;202203221830;0
WSLLAF;202203221840;-
WSLLAF;202203221850;-
WSLLAF;202203221900;-
WSLLAF;202203221910;-
WSLLAF;202203221920;-
WSLLAF;202203221930;-
WSLLAF;202203221940;0
WSLLAF;202203221950;-
WSLLAF;202203222000;-
WSLLAF;202203222010;-
WSLLAF;202203222020;-
WSLLAF;202203222030;-
WSLLAF;202203222040;-
WSLLAF;202203222050;0
WSLLAF;202203222100;-
WSLLAF;202203222110;-
WSLLAF;202203222120;-
WSLLAF;202203222130;-
WSLLAF;202203222140;-
WSLLAF;202203222150;-
WSLLAF;202203222200;0
WSLLAF;202203222210;-
WSLLAF;202203222220;-
WSLLAF;202203222230;-
WSLLAF;202203222240;-
WSLLAF;202203222250;-
WSLLAF;202203222300;-
WSLLAF;202203222310;0
WSLLAF;202203222320;-
WSLLAF;202203222330;-
WSLLAF;202203222340;-
WSLLAF;202203222350;-
WSLLAF;202203230000;-
WSLLAF;202203230010;-
WSLLAF;202203230020;0
WSLLAF;202203230030;-
WSLLAF;202203230040;-
WSLLAF;202203230050;-
WSLLAF;202203230100;-
WSLLAF;202203230110;-
WSLLAF;202203230120;-
WSLLAF;202203230130;0
WSLLAF;202203230140;-
WSLLAF;202203230150;-
WSLLAF;202203230200;-
WSLLAF;202203230210;-
WSLLAF;202203230220;-
WSLLAF;202203230230;-
WSLLAF;202203230240;0
WSLLAF;202203230250;-
WSLLAF;202203230300;-
WSLLAF;202203230310;-
WSLLAF;202203230320;-
WSLLAF;202203230330;-
WSLLAF;202203230340;-
WSLLAF;202203230350;0
WSLLAF;202203230400;-
WSLLAF;202203230410;-
WSLLAF;202203230420;-
WSLLAF;202203230430;-
WSLLAF;202203230440;-
WSLLAF;202203230450;-
WSLLAF;202203230500;0
WSLLAF;202203230510;-
WSLLAF;202203230520;-
WSLLAF;202203230530;-
WSLLAF;202203230540;-
WSLLAF;202203230550;-
WSLLAF;202203230600;-
WSLLAF;202203230610;74
WSLLAF;202203230620;-
WSLLAF;202203230630;-
WSLLAF;202203230640;-
WSLLAF;202203230650;-
WSLLAF;202203230700;-
WSLLAF;202203230710;-
WSLLAF;202203230720;273
WSLLAF;202203230730;-
WSLLAF;202203230740;-
WSLLAF;202203230750;-
WSLLAF;202203230800;-
WSLLAF;202203230810;-
WSLLAF;202203230820;-
WSLLAF;202203230830;468
WSLLAF;202203230840;-
WSLLAF;202203230850;-
WSLLAF;202203230900;-
WSLLAF;202203230910;-
WSLLAF;202203230920;-
WSLLAF;202203230930;-
WSLLAF;202203230940;615
WSLLAF;202203230950;-
WSLLAF;202203231000;-
WSLLAF;202203231010;-
WSLLAF;202203231020;-
WSLLAF;202203231030;-
WSLLAF;202203231040;-
WSLLAF;202203231050;704
WSLLAF;202203231100;-
WSLLAF;202203231110;-
WSLLAF;202203231120;-
WSLLAF;202203231130;-
WSLLAF;202203231140;-
WSLLAF;202203231150;-
WSLLAF;202203231200;712
WSLLAF;202203231210;-
WSLLAF;202203231220;-
WSLLAF;202203231230;-
WSLLAF;202203231240;-
WSLLAF;202203231250;-
WSLLAF;202203231300;-
WSLLAF;202203231310;649
WSLLAF;202203231320;-
WSLLAF;202203231330;-
WSLLAF;202203231340;-
WSLLAF;202203231350;-
WSLLAF;202203231400;-
WSLLAF;202203231410;-
WSLLAF;202203231420;521
WSLLAF;202203231430;-
WSLLAF;202203231440;-
WSLLAF;202203231450;-
WSLLAF;202203231500;-
WSLLAF;202203231510;-
WSLLAF;202203231520;-
WSLLAF;202203231530;347
WSLLAF;202203231540;-
WSLLAF;202203231550;-
WSLLAF;202203231600;-
WSLLAF;202203231610;-
WSLLAF;202203231620;-
WSLLAF;202203231630;-
WSLLAF;202203231640;155
WSLLAF;202203231650;-
WSLLAF;202203231700;-
WSLLAF;202203231710;-
WSLLAF;202203231720;-
WSLLAF;202203231730;-
WSLLAF;202203231740;-
WSLLAF;202203231750;6
WSLLAF;202203231800;-
WSLLAF;202203231810;-
WSLLAF;202203231820;-
WSLLAF;202203231830;-
WSLLAF;202203231840;-
WSLLAF;202203231850;-
WSLLAF;202203231900;0
WSLLAF;202203231910;-
WSLLAF;202203231920;-
WSLLAF;202203231930;-
WSLLAF;202203231940;-
WSLLAF;202203231950;-
WSLLAF;202203232000;-
WSLLAF;202203232010;0
WSLLAF;202203232020;-
WSLLAF;202203232030;-
WSLLAF;202203232040;-
WSLLAF;202203232050;-
WSLLAF;202203232100;-
WSLLAF;202203232110;-
WSLLAF;202203232120;0
WSLLAF;202203232130;-
WSLLAF;202203232140;-
WSLLAF;202203232150;-
WSLLAF;202203232200;-
WSLLAF;202203232210;-
WSLLAF;202203232220;-
WSLLAF;202203232230;0
WSLLAF;202203232240;-
WSLLAF;202203232250;-
WSLLAF;202203232300;-
WSLLAF;202203232310;-
WSLLAF;202203232320;-
WSLLAF;202203232330;-
WSLLAF;202203232340;0
WSLLAF;202203232350;-
WSLLAF;202203240000;-
WSLLAF;202203240010;-
WSLLAF;202203240020;-
WSLLAF;202203240030;-
WSLLAF;202203240040;-
WSLLAF;202203240050;0
WSLLAF;202203240100;-
WSLLAF;202203240110;-
WSLLAF;202203240120;-
WSLLAF;202203240130;-
WSLLAF;202203240140;-
WSLLAF;202203240150;-
WSLLAF;202203240200;0
WSLLAF;202203240210;-
WSLLAF;202203240220;-
WSLLAF;202203240230;-
WSLLAF;202203240240;-
WSLLAF;202203240250;-
WSLLAF;202203240300;-
WSLLAF;202203240310;0
WSLLAF;202203240320;-
WSLLAF;202203240330;-
WSLLAF;202203240340;-
WSLLAF;202203240350;-
WSLLAF;202203240400;-
WSLLAF;202203240410;-
WSLLAF;202203240420;0
WSLLAF;202203240430;-
WSLLAF;202203240440;-
WSLLAF;202203240450;-
WSLLAF;202203240500;-
WSLLAF;202203240510;-
WSLLAF;202203240520;-
WSLLAF;202203240530;4
WSLLAF;202203240540;-
WSLLAF;202203240550;-
WSLLAF;202203240600;-
WSLLAF;202203240610;-
WSLLAF;202203240620;-
WSLLAF;202203240630;-
WSLLAF;202203240640;171
WSLLAF;202203240650;-
WSLLAF;202203240700;-
WSLLAF;202203240710;-
WSLLAF;202203240720;-
WSLLAF;202203240730;-
WSLLAF;202203240740;-
WSLLAF;202203240750;378
WSLLAF;202203240800;-
WSLLAF;202203240810;-
WSLLAF;202203240820;-
WSLLAF;202203240830;-
WSLLAF;202203240840;-
WSLLAF;202203240850;-
WSLLAF;202203240900;552
WSLLAF;202203240910;-
WSLLAF;202203240920;-
WSLLAF;202203240930;-
WSLLAF;202203240940;-
WSLLAF;202203240950;-
WSLLAF;202203241000;-
WSLLAF;202203241010;671
WSLLAF;202203241020;-
WSLLAF;202203241030;-
WSLLAF;202203241040;-
WSLLAF;202203241050;-
WSLLAF;202203241100;-
WSLLAF;202203241110;-
WSLLAF;202203241120;723
WSLLAF;202203241130;-
WSLLAF;202203241140;-
WSLLAF;202203241150;-
WSLLAF;202203241200;717
WSLLAF;202203241210;709
WSLLAF;202203241220;706
WSLLAF;202203241230;697
WSLLAF;202203241240;-
WSLLAF;202203241250;-
WSLLAF;202203241300;-
WSLLAF;202203241310;-
WSLLAF;202203241320;-
WSLLAF;202203241330;-
WSLLAF;202203241340;610
WSLLAF;202203241350;-
WSLLAF;202203241400;-
WSLLAF;202203241410;-
WSLLAF;202203241420;-
WSLLAF;202203241430;-
WSLLAF;202203241440;-
WSLLAF;202203241450;461
WSLLAF;202203241500;-
WSLLAF;202203241510;-
WSLLAF;202203241520;-
WSLLAF;202203241530;-
WSLLAF;202203241540;-
WSLLAF;202203241550;-
WSLLAF;202203241600;273
WSLLAF;202203241610;-
WSLLAF;202203241620;-
WSLLAF;202203241630;-
WSLLAF;202203241640;-
WSLLAF;202203241650;-
WSLLAF;202203241700;-
WSLLAF;202203241710;84
WSLLAF;202203241720;-
WSLLAF;202203241730;-
WSLLAF;202203241740;-
WSLLAF;202203241750;-
WSLLAF;202203241800;-
WSLLAF;202203241810;-
WSLLAF;202203241820;0
WSLLAF;202203241830;-
WSLLAF;202203241840;-
WSLLAF;202203241850;-
WSLLAF;202203241900;-
WSLLAF;202203241910;-
WSLLAF;202203241920;-
WSLLAF;202203241930;0
WSLLAF;202203241940;-
WSLLAF;202203241950;-
WSLLAF;202203242000;-
WSLLAF;202203242010;-
WSLLAF;202203242020;-
WSLLAF;202203242030;-
WSLLAF;202203242040;0
WSLLAF;202203242050;-
WSLLAF;202203242100;-
WSLLAF;202203242110;-
WSLLAF;202203242120;-
WSLLAF;202203242130;-
WSLLAF;202203242140;-
WSLLAF;202203242150;0
WSLLAF;202203242200;-
WSLLAF;202203242210;-
WSLLAF;202203242220;-
WSLLAF;202203242230;-
WSLLAF;202203242240;-
WSLLAF;202203242250;-
WSLLAF;202203242300;0
WSLLAF;202203242310;-
WSLLAF;202203242320;-
WSLLAF;202203242330;-
WSLLAF;202203242340;-
WSLLAF;202203242350;-
WSLLAF;202203250000;-
WSLLAF;202203250010;0
WSLLAF;202203250020;-
WSLLAF;202203250030;-
WSLLAF;202203250040;-
WSLLAF;202203250050;-
WSLLAF;202203250100;-
WSLLAF;202203250110;-
WSLLAF;202203250120;0
WSLLAF;202203250130;-
WSLLAF;202203250140;-
WSLLAF;202203250150;-
WSLLAF;202203250200;-
WSLLAF;202203250210;-
WSLLAF;202203250220;-
WSLLAF;202203250230;0
WSLLAF;202203250240;-
WSLLAF;202203250250;-
WSLLAF;202203250300;-
WSLLAF;202203250310;-
WSLLAF;202203250320;-
WSLLAF;202203250330;-
WSLLAF;202203250340;0
WSLLAF;202203250350;-
WSLLAF;202203250400;-
WSLLAF;202203250410;-
WSLLAF;202203250420;-
WSLLAF;202203250430;-
WSLLAF;202203250440;-
WSLLAF;202203250450;0
WSLLAF;202203250500;-
WSLLAF;202203250510;-
WSLLAF;202203250520;-
WSLLAF;202203250530;-
WSLLAF;202203250540;-
WSLLAF;202203250550;-
WSLLAF;202203250600;54
WSLLAF;202203250610;-
WSLLAF;202203250620;-
WSLLAF;202203250630;-
WSLLAF;202203250640;-
WSLLAF;202203250650;-
WSLLAF;202203250700;-
WSLLAF;202203250710;254
WSLLAF;202203250720;-
WSLLAF;202203250730;-
WSLLAF;202203250740;-
WSLLAF;202203250750;-
WSLLAF;202203250800;-
WSLLAF;202203250810;-
WSLLAF;202203250820;456
WSLLAF;202203250830;-
WSLLAF;202203250840;-
WSLLAF;202203250850;-
WSLLAF;202203250900;-
WSLLAF;202203250910;-
WSLLAF;202203250920;-
WSLLAF;202203250930;609
WSLLAF;202203250940;-
WSLLAF;202203250950;-
WSLLAF;202203251000;-
WSLLAF;202203251010;-
WSLLAF;202203251020;-
WSLLAF;202203251030;-
WSLLAF;202203251040;698
WSLLAF;202203251050;-
WSLLAF;202203251100;-
WSLLAF;202203251110;-
WSLLAF;202203251120;-
WSLLAF;202203251130;-
WSLLAF;202203251140;-
WSLLAF;202203251150;719
WSLLAF;202203251200;-
WSLLAF;202203251210;-
WSLLAF;202203251220;-
WSLLAF;202203251230;-
WSLLAF;202203251240;-
WSLLAF;202203251250;-
WSLLAF;202203251300;669
WSLLAF;202203251310;-
WSLLAF;202203251320;-
WSLLAF;202203251330;-
WSLLAF;202203251340;-
WSLLAF;202203251350;-
WSLLAF;202203251400;-
WSLLAF;202203251410;539
WSLLAF;202203251420;-
WSLLAF;202203251430;-
WSLLAF;202203251440;-
WSLLAF;202203251450;-
WSLLAF;202203251500;-
WSLLAF;202203251510;-
WSLLAF;202203251520;369
WSLLAF;202203251530;-
WSLLAF;202203251540;-
WSLLAF;202203251550;-
WSLLAF;202203251600;-
WSLLAF;202203251610;-
WSLLAF;202203251620;-
WSLLAF;202203251630;177
WSLLAF;202203251640;-
WSLLAF;202203251650;-
WSLLAF;202203251700;-
WSLLAF;202203251710;-
WSLLAF;202203251720;-
WSLLAF;202203251730;-
WSLLAF;202203251740;19
WSLLAF;202203251750;-
WSLLAF;202203251800;-
WSLLAF;202203251810;-
WSLLAF;202203251820;-
WSLLAF;202203251830;-
WSLLAF;202203251840;-
WSLLAF;202203251850;0
WSLLAF;202203251900;-
WSLLAF;202203251910;-
WSLLAF;202203251920;-
WSLLAF;202203251930;-
WSLLAF;202203251940;-
WSLLAF;202203251950;-
WSLLAF;202203252000;0
WSLLAF;202203252010;-
WSLLAF;202203252020;-
WSLLAF;202203252030;-
WSLLAF;202203252040;-
WSLLAF;202203252050;-
WSLLAF;202203252100;-
WSLLAF;202203252110;0
WSLLAF;202203252120;-
WSLLAF;202203252130;-
WSLLAF;202203252140;-
WSLLAF;202203252150;-
WSLLAF;202203252200;-
WSLLAF;202203252210;-
WSLLAF;202203252220;0
WSLLAF;202203252230;-
WSLLAF;202203252240;-
WSLLAF;202203252250;-
WSLLAF;202203252300;-
WSLLAF;202203252310;-
WSLLAF;202203252320;-
WSLLAF;202203252330;0
WSLLAF;202203252340;-
WSLLAF;202203252350;-
WSLLAF;202203260000;-
WSLLAF;202203260010;-
WSLLAF;202203260020;-
WSLLAF;202203260030;-
WSLLAF;202203260040;0
WSLLAF;202203260050;-
WSLLAF;202203260100;-
WSLLAF;202203260110;-
WSLLAF;202203260120;-
WSLLAF;202203260130;-
WSLLAF;202203260140;-
WSLLAF;202203260150;0
WSLLAF;202203260200;-
WSLLAF;202203260210;-
WSLLAF;202203260220;-
WSLLAF;202203260230;-
WSLLAF;202203260240;-
WSLLAF;202203260250;-
WSLLAF;202203260300;0
WSLLAF;202203260310;-
WSLLAF;202203260320;-
WSLLAF;202203260330;-
WSLLAF;202203260340;-
WSLLAF;202203260350;-
WSLLAF;202203260400;-
WSLLAF;202203260410;0
WSLLAF;202203260420;-
WSLLAF;202203260430;-
WSLLAF;202203260440;-
WSLLAF;202203260450;-
WSLLAF;202203260500;-
WSLLAF;202203260510;-
WSLLAF;202203260520;2
WSLLAF;202203260530;-
WSLLAF;202203260540;-
WSLLAF;202203260550;-
WSLLAF;202203260600;-
WSLLAF;202203260610;-
WSLLAF;202203260620;-
WSLLAF;202203260630;143
WSLLAF;202203260640;-
WSLLAF;202203260650;-
WSLLAF;202203260700;-
WSLLAF;202203260710;-
WSLLAF;202203260720;-
WSLLAF;202203260730;-
WSLLAF;202203260740;347
WSLLAF;202203260750;-
WSLLAF;202203260800;-
WSLLAF;202203260810;-
WSLLAF;202203260820;-
WSLLAF;202203260830;-
WSLLAF;202203260840;-
WSLLAF;202203260850;539
WSLLAF;202203260900;-
WSLLAF;202203260910;-
WSLLAF;202203260920;-
WSLLAF;202203260930;-
WSLLAF;202203260940;-
WSLLAF;202203260950;-
WSLLAF;202203261000;675
WSLLAF;202203261010;-
WSLLAF;202203261020;-
WSLLAF;202203261030;-
WSLLAF;202203261040;-
WSLLAF;202203261050;-
WSLLAF;202203261100;-
WSLLAF;202203261110;738
WSLLAF;202203261120;-
WSLLAF;202203261130;-
WSLLAF;202203261140;-
WSLLAF;202203261150;-
WSLLAF;202203261200;-
WSLLAF;202203261210;-
WSLLAF;202203261220;727
WSLLAF;202203261230;-
WSLLAF;202203261240;-
WSLLAF;202203261250;-
WSLLAF;202203261300;-
WSLLAF;202203261310;-
WSLLAF;202203261320;-
WSLLAF;202203261330;634
WSLLAF;202203261340;-
WSLLAF;202203261350;-
WSLLAF;202203261400;-
WSLLAF;202203261410;-
WSLLAF;202203261420;-
WSLLAF;202203261430;-
WSLLAF;202203261440;496
WSLLAF;202203261450;-
WSLLAF;202203261500;-
WSLLAF;202203261510;-
WSLLAF;202203261520;-
WSLLAF;202203261530;-
WSLLAF;202203261540;-
WSLLAF;202203261550;297
WSLLAF;202203261600;-
WSLLAF;202203261610;-
WSLLAF;202203261620;-
WSLLAF;202203261630;-
WSLLAF;202203261640;-
WSLLAF;202203261650;-
WSLLAF;202203261700;112
WSLLAF;202203261710;-
WSLLAF;202203261720;-
WSLLAF;202203261730;-
WSLLAF;202203261740;-
WSLLAF;202203261750;-
WSLLAF;202203261800;-
WSLLAF;202203261810;1
WSLLAF;202203261820;-
WSLLAF;202203261830;-
WSLLAF;202203261840;-
WSLLAF;202203261850;-
WSLLAF;202203261900;-
WSLLAF;202203261910;-
WSLLAF;202203261920;0
WSLLAF;202203261930;-
WSLLAF;202203261940;-
WSLLAF;202203261950;-
WSLLAF;202203262000;-
WSLLAF;202203262010;-
WSLLAF;202203262020;-
WSLLAF;202203262030;0
WSLLAF;202203262040;-
WSLLAF;202203262050;-
WSLLAF;202203262100;-
WSLLAF;202203262110;-
WSLLAF;202203262120;-
WSLLAF;202203262130;-
WSLLAF;202203262140;0
WSLLAF;202203262150;-
WSLLAF;202203262200;-
WSLLAF;202203262210;-
WSLLAF;202203262220;-
WSLLAF;202203262230;-
WSLLAF;202203262240;-
WSLLAF;202203262250;0
WSLLAF;202203262300;-
WSLLAF;202203262310;-
WSLLAF;202203262320;-
WSLLAF;202203262330;-
WSLLAF;202203262340;-
WSLLAF;202203262350;-
WSLLAF;202203270000;0
WSLLAF;202203270010;-
WSLLAF;202203270020;-
WSLLAF;202203270030;-
WSLLAF;202203270040;-
WSLLAF;202203270050;-
WSLLAF;202203270100;-
WSLLAF;202203270110;0
WSLLAF;202203270120;-
WSLLAF;202203270130;-
WSLLAF;202203270140;-
WSLLAF;202203270150;-
WSLLAF;202203270200;-
WSLLAF;202203270210;-
WSLLAF;202203270220;-
WSLLAF;202203270230;-
WSLLAF;202203270240;-
WSLLAF;202203270250;-
WSLLAF;202203270300;-
WSLLAF;202203270310;-
WSLLAF;202203270320;0
WSLLAF;202203270330;-
WSLLAF;202203270340;-
WSLLAF;202203270350;-
WSLLAF;202203270400;-
WSLLAF;202203270410;-
WSLLAF;202203270420;-
WSLLAF;202203270430;-
WSLLAF;202203270440;-
WSLLAF;202203270450;-
WSLLAF;202203270500;-
WSLLAF;202203270510;-
WSLLAF;202203270520;-
WSLLAF;202203270530;6
WSLLAF;202203270540;-
WSLLAF;202203270550;-
WSLLAF;202203270600;-
WSLLAF;202203270610;-
WSLLAF;202203270620;-
WSLLAF;202203270630;-
WSLLAF;202203270640;-
WSLLAF;202203270650;-
WSLLAF;202203270700;-
WSLLAF;202203270710;-
WSLLAF;202203270720;-
WSLLAF;202203270730;-
WSLLAF;202203270740;360
WSLLAF;202203270750;-
WSLLAF;202203270800;-
WSLLAF;202203270810;-
WSLLAF;202203270820;-
WSLLAF;202203270830;-
WSLLAF;202203270840;-
WSLLAF;202203270850;-
WSLLAF;202203270900;-
WSLLAF;202203270910;-
WSLLAF;202203270920;-
WSLLAF;202203270930;-
WSLLAF;202203270940;-
WSLLAF;202203270950;664
WSLLAF;202203271000;-
WSLLAF;202203271010;-
WSLLAF;202203271020;-
WSLLAF;202203271030;-
WSLLAF;202203271040;-
WSLLAF;202203271050;-
WSLLAF;202203271100;-
WSLLAF;202203271110;-
WSLLAF;202203271120;-
WSLLAF;202203271130;-
WSLLAF;202203271140;-
WSLLAF;202203271150;-
WSLLAF;202203271200;764
WSLLAF;202203271210;-
WSLLAF;202203271220;-
WSLLAF;202203271230;-
WSLLAF;202203271240;-
WSLLAF;202203271250;-
WSLLAF;202203271300;-
WSLLAF;202203271310;-
WSLLAF;202203271320;-
WSLLAF;202203271330;-
WSLLAF;202203271340;-
WSLLAF;202203271350;-
WSLLAF;202203271400;-
WSLLAF;202203271410;504
WSLLAF;202203271420;-
WSLLAF;202203271430;-
WSLLAF;202203271440;-
WSLLAF;202203271450;-
WSLLAF;202203271500;-
WSLLAF;202203271510;-
WSLLAF;202203271520;-
WSLLAF;202203271530;-
WSLLAF;202203271540;-
WSLLAF;202203271550;-
WSLLAF;202203271600;-
WSLLAF;202203271610;-
WSLLAF;202203271620;91
WSLLAF;202203271630;-
WSLLAF;202203271640;-
WSLLAF;202203271650;-
WSLLAF;202203271700;-
WSLLAF;202203271710;-
WSLLAF;202203271720;-
WSLLAF;202203271730;-
WSLLAF;202203271740;-
WSLLAF;202203271750;-
WSLLAF;202203271800;-
WSLLAF;202203271810;-
WSLLAF;202203271820;-
WSLLAF;202203271830;0
WSLLAF;202203271840;-
WSLLAF;202203271850;-
WSLLAF;202203271900;-
WSLLAF;202203271910;-
WSLLAF;202203271920;-
WSLLAF;202203271930;-
WSLLAF;202203271940;-
WSLLAF;202203271950;-
WSLLAF;202203272000;-
WSLLAF;202203272010;-
WSLLAF;202203272020;-
WSLLAF;202203272030;-
WSLLAF;202203272040;0
WSLLAF;202203272050;-
WSLLAF;202203272100;-
WSLLAF;202203272110;-
